UV 1_280,UV 1_280,Cond,UV 2_214,Conc B,,UV 2_214,
ml,mAU,ml,mS/cm,ml,%,ml,mAU
UV 1_280 ml,UV 1_280 mAU,Cond ml,Cond mS/cm,Conc B ml,%,UV 2_214 ml,mAU
14.983043,6.30385,29.999613,3.029946,,,,
14.983876,6.283762,30.00128,3.029929,,,,
14.98471,6.263799,30.002947,3.029896,,,,
14.985543,6.24403,30.004612,3.029851,,,,
14.986376,6.224707,30.006279,3.029792,,,,
14.987209,6.207569,30.007946,3.029759,,,,
14.988043,6.190742,30.009613,3.029761,,,,
14.988876,6.173629,30.011278,3.029725,,,,
14.98971,6.154866,30.012945,3.029655,,,,
14.990542,6.135664,30.014612,3.029604,,,,
14.991376,6.11659,30.016279,3.0296,,,,
14.992209,6.097015,30.017944,3.029547,,,,
14.993043,6.078605,30.019611,3.029523,,,,
14.993876,6.062363,30.021278,3.029506,,,,
14.994709,6.046017,30.022945,3.029475,,,,
14.995543,6.028738,30.024612,3.029426,,,,
14.996376,6.009757,30.026278,3.029338,,,,
14.997209,5.990762,30.027945,3.029253,,,,
14.998042,5.971572,30.029612,3.029213,,,,
14.998876,5.952555,30.031279,3.029159,,,,
14.999709,5.935322,30.032944,3.029082,,,,
15.000542,5.919443,30.034611,3.02901,,,,
15.001375,5.903384,30.036278,3.028966,,,,
15.002209,5.885831,30.037945,3.028955,,,,
15.003042,5.867375,30.03961,3.028946,,,,
15.003875,5.849274,30.041277,3.028897,,,,
15.004708,5.831318,30.042944,3.028894,,,,
15.005542,5.813773,30.044611,3.028862,,,,
15.006375,5.799597,30.046278,3.028809,,,,
15.007209,5.785285,30.047943,3.028776,,,,
15.008041,5.770638,30.04961,3.028715,,,,
15.008875,5.754313,30.051277,3.028661,,,,
15.009708,5.737329,30.052944,3.028596,,,,
15.010542,5.720205,30.054609,3.028583,,,,
15.011374,5.703289,30.056276,3.028553,,,,
15.012208,5.687063,30.057943,3.028477,,,,
15.013041,5.672084,30.05961,3.028499,,,,
15.013875,5.656933,30.061275,3.028525,,,,
15.014708,5.64116,30.062943,3.028493,,,,
15.015541,5.62402,30.06461,3.028502,,,,
15.016375,5.607038,30.066277,3.028499,,,,
15.017208,5.590156,30.067944,3.028474,,,,
15.018041,5.573169,30.069609,3.028471,,,,
15.018874,5.558765,30.071276,3.028501,,,,
15.019708,5.544464,30.072943,3.028487,,,,
15.020541,5.529849,30.07461,3.028479,,,,
15.021374,5.513443,30.076275,3.028464,,,,
15.022207,5.496124,30.077942,3.028496,,,,
15.023041,5.478786,30.079609,3.028475,,,,
15.023874,5.461503,30.081276,3.02844,,,,
15.024708,5.445719,30.082943,3.028385,,,,
15.02554,5.431179,30.084608,3.028341,,,,
15.026374,5.416306,30.086275,3.028286,,,,
15.027207,5.40129,30.087942,3.028214,,,,
15.028041,5.384075,30.089609,3.028152,,,,
15.028873,5.36672,30.091274,3.02809,,,,
15.029707,5.349233,30.092941,3.028054,,,,
15.03054,5.332222,30.094608,3.028017,,,,
15.031374,5.317069,30.096275,3.027965,,,,
15.032207,5.302045,30.09794,3.02796,,,,
15.03304,5.287017,30.099607,3.027956,,,,
15.033874,5.27143,30.101274,3.027966,,,,
15.034707,5.255664,30.102942,3.027934,,,,
15.03554,5.240933,30.104609,3.027883,,,,
15.036373,5.224946,30.106274,3.027834,,,,
15.037207,5.208839,30.107941,3.02785,,,,
15.03804,5.194312,30.109608,3.027866,,,,
15.038873,5.180069,30.111275,3.027819,,,,
15.039706,5.165821,30.11294,3.027771,,,,
15.04054,5.15028,30.114607,3.027751,,,,
15.041373,5.133605,30.116274,3.027718,,,,
15.042207,5.11701,30.117941,3.027701,,,,
15.043039,5.100007,30.119606,3.027633,,,,
15.043873,5.084849,30.121273,3.027588,,,,
15.044706,5.070305,30.12294,3.027595,,,,
15.04554,5.055397,30.124607,3.02756,,,,
15.046372,5.040881,30.126274,3.027567,,,,
15.047206,5.024855,30.127939,3.027512,,,,
15.048039,5.008326,30.129606,3.02747,,,,
15.048873,4.992228,30.131273,3.027442,,,,
15.049706,4.976009,30.13294,3.02739,,,,
15.050539,4.961995,30.134605,3.027366,,,,
15.051373,4.948172,30.136272,3.027376,,,,
15.052206,4.934605,30.137939,3.027392,,,,
15.053039,4.920114,30.139606,3.027355,,,,
15.053872,4.904543,30.141272,3.027333,,,,
15.054706,4.888975,30.142939,3.027392,,,,
15.055539,4.873547,30.144606,3.027348,,,,
15.056372,4.858324,30.146273,3.027291,,,,
15.057205,4.844767,30.14794,3.027292,,,,
15.058039,4.831082,30.149605,3.02724,,,,
15.058872,4.817101,30.151272,3.027199,,,,
15.059706,4.802066,30.152939,3.027189,,,,
15.060538,4.78675,30.154606,3.027129,,,,
15.061372,4.771287,30.156271,3.027108,,,,
15.062205,4.756046,30.157938,3.027061,,,,
15.063039,4.742523,30.159605,3.027039,,,,
15.063871,4.730208,30.161272,3.02702,,,,
15.064705,4.717544,30.162939,3.026999,,,,
15.065538,4.704688,30.164604,3.026999,,,,
15.066372,4.690333,30.166271,3.026994,,,,
15.067204,4.675787,30.167938,3.026964,,,,
15.068038,4.661572,30.169605,3.026928,,,,
15.068871,4.64748,30.17127,3.026949,,,,
15.069705,4.635762,30.172937,3.026954,,,,
15.070538,4.624154,30.174604,3.026956,,,,
15.071371,4.612416,30.176271,3.026908,,,,
15.072205,4.599619,30.177937,3.026915,,,,
15.073038,4.58608,30.179604,3.026946,,,,
15.073872,4.572526,30.181271,3.026956,,,,
15.074704,4.558973,30.182938,3.026945,,,,
15.075538,4.546234,30.184605,3.026963,,,,
15.076371,4.534773,30.18627,3.026975,,,,
15.077205,4.523192,30.187937,3.026962,,,,
15.078037,4.511252,30.189604,3.02695,,,,
15.078871,4.498147,30.191271,3.026933,,,,
15.079704,4.484451,30.192936,3.026925,,,,
15.080538,4.47105,30.194603,3.026895,,,,
15.08137,4.457722,30.19627,3.026906,,,,
15.082204,4.445515,30.197937,3.02692,,,,
15.083037,4.434583,30.199602,3.026921,,,,
15.083871,4.423466,30.201269,3.026882,,,,
15.084703,4.411698,30.202936,3.026842,,,,
15.085537,4.399101,30.204603,3.026785,,,,
15.08637,4.386527,30.20627,3.026772,,,,
15.087204,4.374105,30.207935,3.026755,,,,
15.088037,4.362325,30.209602,3.026707,,,,
15.08887,4.352583,30.211269,3.026648,,,,
15.089704,4.342325,30.212936,3.026536,,,,
15.090537,4.331458,30.214602,3.026485,,,,
15.091371,4.319233,30.216269,3.026454,,,,
15.092203,4.306441,30.217936,3.026461,,,,
15.093037,4.293718,30.219603,3.026435,,,,
15.09387,4.280666,30.221268,3.026376,,,,
15.094704,4.268698,30.222935,3.026353,,,,
15.095536,4.257832,30.224602,3.026245,,,,
15.09637,4.247002,30.226269,3.02624,,,,
15.097203,4.236077,30.227936,3.026197,,,,
15.098037,4.223811,30.229601,3.026151,,,,
15.098869,4.210929,30.231268,3.02611,,,,
15.099703,4.198363,30.232935,3.026068,,,,
15.100536,4.185687,30.234602,3.02598,,,,
15.10137,4.174573,30.236267,3.025885,,,,
15.102202,4.163353,30.237934,3.025836,,,,
15.103036,4.152323,30.239601,3.025779,,,,
15.103869,4.140996,30.241268,3.025758,,,,
15.104703,4.12841,30.242933,3.02574,,,,
15.105536,4.116386,30.2446,3.025697,,,,
15.106369,4.103794,30.246267,3.025619,,,,
15.107203,4.091448,30.247934,3.025569,,,,
15.108036,4.081078,30.249601,3.025532,,,,
15.10887,4.070617,30.251266,3.025484,,,,
15.109702,4.060226,30.252934,3.025499,,,,
15.110536,4.047808,30.254601,3.025503,,,,
15.111369,4.034907,30.256268,3.025496,,,,
15.112203,4.022116,30.257933,3.025447,,,,
15.113035,4.009252,30.2596,3.025405,,,,
15.113869,3.997153,30.261267,3.025384,,,,
15.114702,3.986261,30.262934,3.025351,,,,
15.115536,3.975264,30.264601,3.025323,,,,
15.116368,3.964058,30.266266,3.025303,,,,
15.117202,3.952198,30.267933,3.025255,,,,
15.118035,3.940331,30.2696,3.025175,,,,
15.118869,3.928369,30.271267,3.025142,,,,
15.119701,3.916651,30.272932,3.025122,,,,
15.120535,3.906454,30.274599,3.025058,,,,
15.121368,3.896378,30.276266,3.025033,,,,
15.122202,3.8864,30.277933,3.024973,,,,
15.123034,3.875675,30.279598,3.02493,,,,
15.123868,3.864168,30.281265,3.024869,,,,
15.124701,3.852933,30.282932,3.02476,,,,
15.125535,3.841632,30.284599,3.024705,,,,
15.126369,3.830747,30.286266,3.024692,,,,
15.127201,3.821069,30.287931,3.024657,,,,
15.128035,3.81116,30.289598,3.02461,,,,
15.128868,3.801223,30.291265,3.024568,,,,
15.129702,3.790232,30.292933,3.024545,,,,
15.130534,3.77924,30.294598,3.024536,,,,
15.131368,3.768162,30.296265,3.02446,,,,
15.132201,3.757329,30.297932,3.024453,,,,
15.133035,3.747527,30.299599,3.024463,,,,
15.133867,3.738297,30.301264,3.024459,,,,
15.134701,3.729051,30.302931,3.024413,,,,
15.135534,3.719295,30.304598,3.024368,,,,
15.136368,3.708947,30.306265,3.024303,,,,
15.1372,3.698498,30.307932,3.024286,,,,
15.138034,3.688226,30.309597,3.024288,,,,
15.138867,3.678046,30.311264,3.024253,,,,
15.139701,3.66934,30.312931,3.024212,,,,
15.140533,3.660935,30.314598,3.02416,,,,
15.141367,3.65258,30.316263,3.024047,,,,
15.1422,3.643163,30.31793,3.024011,,,,
15.143034,3.633436,30.319597,3.023957,,,,
15.143867,3.622967,30.321264,3.023935,,,,
15.1447,3.612367,30.322929,3.023906,,,,
15.145534,3.602033,30.324596,3.023914,,,,
15.146367,3.592691,30.326263,3.02391,,,,
15.147201,3.583412,30.32793,3.023895,,,,
15.148033,3.574038,30.329597,3.023826,,,,
15.148867,3.564691,30.331263,3.023831,,,,
15.1497,3.555263,30.33293,3.023776,,,,
15.150534,3.545916,30.334597,3.023759,,,,
15.151366,3.536582,30.336264,3.023712,,,,
15.1522,3.528965,30.337929,3.023699,,,,
15.153033,3.521914,30.339596,3.023665,,,,
15.153867,3.515008,30.341263,3.023605,,,,
15.154699,3.507488,30.34293,3.023637,,,,
15.155533,3.499588,30.344597,3.023647,,,,
15.156366,3.491609,30.346262,3.02363,,,,
15.1572,3.483701,30.347929,3.023612,,,,
15.158032,3.475759,30.349596,3.023623,,,,
15.158866,3.468789,30.351263,3.023614,,,,
15.159699,3.461752,30.352928,3.023582,,,,
15.160533,3.454487,30.354595,3.023591,,,,
15.161366,3.445831,30.356262,3.023554,,,,
15.162199,3.437341,30.357929,3.023554,,,,
15.163033,3.428913,30.359594,3.023565,,,,
15.163866,3.420295,30.361261,3.02356,,,,
15.1647,3.412732,30.362928,3.023533,,,,
15.165532,3.405655,30.364595,3.023571,,,,
15.166366,3.398412,30.366262,3.023533,,,,
15.167199,3.390625,30.367928,3.023518,,,,
15.168033,3.382459,30.369595,3.023533,,,,
15.168865,3.374299,30.371262,3.023525,,,,
15.169699,3.366071,30.372929,3.023488,,,,
15.170532,3.358105,30.374594,3.023439,,,,
15.171366,3.351229,30.376261,3.023447,,,,
15.172198,3.344059,30.377928,3.023423,,,,
15.173032,3.33687,30.379595,3.023373,,,,
15.173865,3.328944,30.38126,3.023313,,,,
15.174699,3.32109,30.382927,3.023285,,,,
15.175532,3.313293,30.384594,3.023268,,,,
15.176365,3.305487,30.386261,3.023275,,,,
15.177198,3.298161,30.387928,3.023327,,,,
15.178032,3.291503,30.389593,3.023345,,,,
15.178865,3.2847,30.39126,3.02331,,,,
15.179698,3.277182,30.392927,3.023266,,,,
15.180532,3.269174,30.394594,3.023235,,,,
15.181365,3.261302,30.396259,3.023245,,,,
15.182199,3.253465,30.397926,3.023256,,,,
15.183031,3.245795,30.399593,3.023266,,,,
15.183865,3.240093,30.40126,3.023299,,,,
15.184698,3.234228,30.402925,3.023283,,,,
15.185532,3.228067,30.404593,3.02328,,,,
15.186364,3.221051,30.40626,3.023257,,,,
15.187198,3.213896,30.407927,3.02322,,,,
15.188031,3.206891,30.409594,3.023127,,,,
15.188865,3.199838,30.411259,3.023099,,,,
15.189697,3.19281,30.412926,3.023087,,,,
15.190531,3.185765,30.414593,3.02305,,,,
15.191364,3.178702,30.41626,3.023069,,,,
15.192198,3.171284,30.417925,3.023065,,,,
15.193031,3.163691,30.419592,3.023074,,,,
15.193864,3.156204,30.421259,3.0231,,,,
15.194697,3.148965,30.422926,3.02308,,,,
15.195531,3.14222,30.424591,3.023066,,,,
15.196364,3.136064,30.426258,3.023015,,,,
15.197197,3.129666,30.427925,3.022974,,,,
15.19803,3.123034,30.429592,3.022903,,,,
15.198864,3.116025,30.431259,3.02287,,,,
15.199697,3.108811,30.432924,3.022848,,,,
15.20053,3.101783,30.434591,3.022846,,,,
15.201364,3.094693,30.436258,3.022857,,,,
15.202197,3.087759,30.437925,3.022801,,,,
15.203031,3.082152,30.43959,3.02276,,,,
15.203863,3.076534,30.441257,3.022793,,,,
15.204697,3.070073,30.442924,3.022816,,,,
15.20553,3.063308,30.444592,3.022803,,,,
15.206364,3.056539,30.446259,3.02277,,,,
15.207196,3.049715,30.447924,3.022752,,,,
15.20803,3.042944,30.449591,3.022721,,,,
15.208863,3.036988,30.451258,3.022741,,,,
15.209697,3.031195,30.452925,3.022759,,,,
15.21053,3.025335,30.45459,3.022762,,,,
15.211363,3.018889,30.456257,3.022738,,,,
15.212196,3.012375,30.457924,3.02266,,,,
15.21303,3.005747,30.459591,3.022581,,,,
15.213863,2.999296,30.461256,3.022488,,,,
15.214696,2.992996,30.462923,3.022481,,,,
15.215529,2.987374,30.46459,3.02247,,,,
15.216363,2.981791,30.466257,3.022417,,,,
15.217196,2.975905,30.467924,3.022404,,,,
15.218029,2.969687,30.469589,3.022415,,,,
15.218863,2.963518,30.471256,3.022424,,,,
15.219696,2.957395,30.472923,3.022357,,,,
15.22053,2.95117,30.47459,3.022315,,,,
15.221362,2.945844,30.476255,3.022269,,,,
15.222196,2.940807,30.477922,3.022255,,,,
15.223029,2.93584,30.479589,3.022265,,,,
15.223863,2.930056,30.481256,3.022264,,,,
15.224695,2.924244,30.482922,3.02226,,,,
15.225529,2.918341,30.484589,3.02224,,,,
15.226362,2.912603,30.486256,3.022264,,,,
15.227196,2.907156,30.487923,3.022253,,,,
15.228029,2.902668,30.48959,3.022237,,,,
15.228862,2.89811,30.491255,3.02223,,,,
15.229695,2.893162,30.492922,3.022171,,,,
15.230529,2.887701,30.494589,3.022176,,,,
15.231362,2.882114,30.496256,3.02214,,,,
15.232195,2.876631,30.497921,3.022142,,,,
15.233028,2.871211,30.499588,3.022151,,,,
15.233862,2.866042,30.501255,3.022112,,,,
15.234695,2.861118,30.502922,3.022106,,,,
15.235528,2.85597,30.504587,3.022098,,,,
15.236362,2.850161,30.506254,3.02205,,,,
15.237195,2.844213,30.507921,3.022024,,,,
15.238029,2.838209,30.509588,3.021958,,,,
15.238861,2.832192,30.511255,3.021945,,,,
15.239695,2.82638,30.51292,3.02196,,,,
15.240528,2.820937,30.514587,3.02195,,,,
15.241362,2.815441,30.516254,3.021901,,,,
15.242194,2.809818,30.517921,3.021887,,,,
15.243028,2.803797,30.519587,3.021807,,,,
15.243861,2.79774,30.521254,3.021796,,,,
15.244695,2.791739,30.522921,3.021745,,,,
15.245528,2.785901,30.524588,3.021721,,,,
15.246361,2.780688,30.526253,3.021723,,,,
15.247194,2.77583,30.52792,3.021717,,,,
15.248028,2.771001,30.529587,3.021667,,,,
15.248861,2.766127,30.531254,3.021594,,,,
15.249694,2.76105,30.532921,3.021499,,,,
15.250527,2.755439,30.534586,3.021457,,,,
15.251361,2.749759,30.536253,3.021396,,,,
15.252194,2.744182,30.53792,3.021363,,,,
15.253027,2.739155,30.539587,3.021329,,,,
15.25386,2.734287,30.541252,3.021287,,,,
15.254694,2.729247,30.542919,3.021274,,,,
15.255527,2.723915,30.544586,3.021262,,,,
15.25636,2.718535,30.546253,3.021227,,,,
15.257194,2.713146,30.54792,3.021218,,,,
15.258027,2.70771,30.549585,3.021158,,,,
15.258861,2.702615,30.551252,3.021168,,,,
15.259694,2.697865,30.552919,3.021137,,,,
15.260527,2.692995,30.554586,3.021141,,,,
15.26136,2.687982,30.556252,3.02109,,,,
15.262194,2.682866,30.557919,3.021087,,,,
15.263027,2.67761,30.559586,3.021114,,,,
15.26386,2.6725,30.561253,3.021115,,,,
15.264693,2.667343,30.562918,3.021116,,,,
15.265527,2.662907,30.564585,3.021102,,,,
15.26636,2.658512,30.566252,3.021108,,,,
15.267193,2.654122,30.567919,3.021092,,,,
15.268026,2.649436,30.569586,3.021074,,,,
15.26886,2.64471,30.571251,3.021075,,,,
15.269693,2.640026,30.572918,3.021104,,,,
15.270526,2.6354,30.574585,3.021137,,,,
15.271359,2.631138,30.576252,3.02113,,,,
15.272193,2.627403,30.577917,3.021103,,,,
15.273026,2.623746,30.579584,3.021054,,,,
15.273859,2.6197,30.581251,3.021007,,,,
15.274693,2.614858,30.582918,3.020983,,,,
15.275526,2.610058,30.584583,3.020969,,,,
15.27636,2.605255,30.58625,3.020989,,,,
15.277193,2.600477,30.587917,3.021018,,,,
15.278026,2.596537,30.589584,3.021038,,,,
15.278859,2.592842,30.591251,3.021011,,,,
15.279693,2.589044,30.592916,3.02101,,,,
15.280526,2.585158,30.594584,3.020991,,,,
15.281359,2.581161,30.596251,3.020974,,,,
15.282192,2.577057,30.597918,3.02102,,,,
15.283026,2.573028,30.599583,3.021028,,,,
15.283859,2.569115,30.60125,3.02099,,,,
15.284692,2.565664,30.602917,3.020948,,,,
15.285525,2.562224,30.604584,3.020951,,,,
15.286359,2.558545,30.606249,3.02097,,,,
15.287192,2.554226,30.607916,3.020985,,,,
15.288025,2.549936,30.609583,3.020995,,,,
15.288858,2.545546,30.61125,3.021035,,,,
15.289692,2.541313,30.612917,3.02105,,,,
15.290525,2.537548,30.614582,3.021015,,,,
15.291358,2.534094,30.616249,3.021028,,,,
15.292192,2.530607,30.617916,3.021042,,,,
15.293025,2.527104,30.619583,3.021086,,,,
15.293859,2.523513,30.621248,3.021134,,,,
15.294692,2.520002,30.622915,3.021149,,,,
15.295525,2.516478,30.624582,3.021167,,,,
15.296358,2.513063,30.626249,3.021146,,,,
15.297192,2.509956,30.627916,3.021169,,,,
15.298025,2.506901,30.629581,3.021167,,,,
15.298858,2.503651,30.631248,3.021157,,,,
15.299691,2.499084,30.632915,3.021157,,,,
15.300525,2.494484,30.634583,3.021175,,,,
15.301358,2.489911,30.636248,3.021135,,,,
15.302191,2.485693,30.637915,3.021122,,,,
15.303024,2.481784,30.639582,3.021109,,,,
15.303858,2.477684,30.641249,3.021079,,,,
15.304691,2.47347,30.642914,3.021065,,,,
15.305524,2.469252,30.644581,3.02102,,,,
15.306357,2.465137,30.646248,3.021029,,,,
15.307191,2.461068,30.647915,3.021057,,,,
15.308024,2.457002,30.649582,3.02108,,,,
15.308857,2.452937,30.651247,3.021063,,,,
15.30969,2.449178,30.652914,3.021036,,,,
15.310524,2.445473,30.654581,3.02106,,,,
15.311357,2.441675,30.656248,3.021096,,,,
15.312191,2.437392,30.657913,3.021071,,,,
15.313024,2.432895,30.65958,3.021065,,,,
15.313857,2.428264,30.661247,3.021027,,,,
15.314691,2.423706,30.662914,3.021037,,,,
15.315524,2.419515,30.664579,3.021019,,,,
15.316357,2.416,30.666246,3.020977,,,,
15.31719,2.412603,30.667913,3.02096,,,,
15.318024,2.409157,30.66958,3.020934,,,,
15.318857,2.405456,30.671247,3.020924,,,,
15.31969,2.401852,30.672913,3.020927,,,,
15.320523,2.398213,30.67458,3.020922,,,,
15.321357,2.394605,30.676247,3.020901,,,,
15.32219,2.391093,30.677914,3.020906,,,,
15.323023,2.387734,30.679579,3.020895,,,,
15.323856,2.384334,30.681246,3.020865,,,,
15.32469,2.380486,30.682913,3.020821,,,,
15.325523,2.376158,30.68458,3.020777,,,,
15.326356,2.371873,30.686245,3.020769,,,,
15.327189,2.36751,30.687912,3.020753,,,,
15.328023,2.363363,30.689579,3.020731,,,,
15.328856,2.359938,30.691246,3.020674,,,,
15.32969,2.356484,30.692913,3.020636,,,,
15.330523,2.353033,30.694578,3.020622,,,,
15.331356,2.34881,30.696245,3.020622,,,,
15.33219,2.344467,30.697912,3.020592,,,,
15.333023,2.340162,30.699579,3.020578,,,,
15.333856,2.335865,30.701244,3.020582,,,,
15.334689,2.331629,30.702911,3.020571,,,,
15.335523,2.327337,30.704578,3.020523,,,,
15.336356,2.323152,30.706245,3.020461,,,,
15.337189,2.318933,30.707911,3.020428,,,,
15.338022,2.314657,30.709578,3.020388,,,,
15.338856,2.310485,30.711245,3.020361,,,,
15.339689,2.306274,30.712912,3.020359,,,,
15.340522,2.302164,30.714579,3.020295,,,,
15.341355,2.299391,30.716244,3.020285,,,,
15.342189,2.296758,30.717911,3.020258,,,,
15.343022,2.294075,30.719578,3.02021,,,,
15.343855,2.291126,30.721245,3.020147,,,,
15.344688,2.287934,30.72291,3.020131,,,,
15.345522,2.28471,30.724577,3.020062,,,,
15.346355,2.281439,30.726244,3.020009,,,,
15.347189,2.278182,30.727911,3.020002,,,,
15.348022,2.274718,30.729578,3.019957,,,,
15.348855,2.271308,30.731243,3.019932,,,,
15.349689,2.267897,30.73291,3.019875,,,,
15.350522,2.264312,30.734577,3.019862,,,,
15.351355,2.260798,30.736244,3.019806,,,,
15.352188,2.257242,30.737909,3.019818,,,,
15.353022,2.253742,30.739576,3.019767,,,,
15.353855,2.25083,30.741243,3.019778,,,,
15.354688,2.248136,30.74291,3.019771,,,,
15.355521,2.245589,30.744576,3.019763,,,,
15.356355,2.24299,30.746243,3.019749,,,,
15.357188,2.23996,30.74791,3.019713,,,,
15.358021,2.236741,30.749577,3.019688,,,,
15.358854,2.233499,30.751244,3.019701,,,,
15.359688,2.23025,30.752909,3.019745,,,,
15.360521,2.227204,30.754576,3.019725,,,,
15.361355,2.224151,30.756243,3.019674,,,,
15.362187,2.221124,30.75791,3.019618,,,,
15.363021,2.218145,30.759575,3.019583,,,,
15.363854,2.215206,30.761242,3.019528,,,,
15.364688,2.212193,30.762909,3.019466,,,,
15.36552,2.209256,30.764576,3.019392,,,,
15.366354,2.206818,30.766241,3.019352,,,,
15.367188,2.204724,30.767908,3.019299,,,,
15.368021,2.202704,30.769575,3.019252,,,,
15.368854,2.200423,30.771242,3.019171,,,,
15.369687,2.197524,30.772909,3.019086,,,,
15.370521,2.194625,30.774574,3.019045,,,,
15.371354,2.191726,30.776241,3.018992,,,,
15.372187,2.188857,30.777908,3.018994,,,,
15.37302,2.186687,30.779575,3.018943,,,,
15.373854,2.184669,30.78124,3.018897,,,,
15.374687,2.18267,30.782907,3.018844,,,,
15.37552,2.180379,30.784575,3.018812,,,,
15.376353,2.17804,30.786242,3.018776,,,,
15.377187,2.175679,30.787907,3.018712,,,,
15.37802,2.173276,30.789574,3.018669,,,,
15.378854,2.170934,30.791241,3.018603,,,,
15.379686,2.168562,30.792908,3.018568,,,,
15.38052,2.166165,30.794575,3.018596,,,,
15.381353,2.1637,30.79624,3.018646,,,,
15.382187,2.160585,30.797907,3.018653,,,,
15.383019,2.157447,30.799574,3.018645,,,,
15.383853,2.154333,30.801241,3.018635,,,,
15.384686,2.151256,30.802906,3.018617,,,,
15.38552,2.148444,30.804573,3.018605,,,,
15.386353,2.145874,30.80624,3.018545,,,,
15.387186,2.143314,30.807907,3.018512,,,,
15.38802,2.140605,30.809574,3.018461,,,,
15.388853,2.137716,30.811239,3.018495,,,,
15.389686,2.134855,30.812906,3.01845,,,,
15.390519,2.131992,30.814573,3.018434,,,,
15.391353,2.129157,30.81624,3.018407,,,,
15.392186,2.126366,30.817905,3.018401,,,,
15.393019,2.123634,30.819572,3.018434,,,,
15.393852,2.120905,30.821239,3.018406,,,,
15.394686,2.118411,30.822906,3.018426,,,,
15.395519,2.115958,30.824572,3.018411,,,,
15.396353,2.113479,30.826239,3.018345,,,,
15.397185,2.110997,30.827906,3.018326,,,,
15.398019,2.10878,30.829573,3.018311,,,,
15.398852,2.106792,30.83124,3.018314,,,,
15.399686,2.10484,30.832905,3.018335,,,,
15.400518,2.1028,30.834572,3.018349,,,,
15.401352,2.100615,30.836239,3.018322,,,,
15.402185,2.098478,30.837906,3.01833,,,,
15.403019,2.09632,30.839571,3.018323,,,,
15.403852,2.094143,30.841238,3.018314,,,,
15.404685,2.091935,30.842905,3.018316,,,,
15.405519,2.089713,30.844572,3.018328,,,,
15.406352,2.087344,30.846237,3.018285,,,,
15.407185,2.084315,30.847904,3.018245,,,,
15.408018,2.081053,30.849571,3.018224,,,,
15.408852,2.077976,30.851238,3.018204,,,,
15.409685,2.075053,30.852905,3.018203,,,,
15.410518,2.072225,30.85457,3.018167,,,,
15.411351,2.069758,30.856237,3.018173,,,,
15.412185,2.067343,30.857904,3.018179,,,,
15.413018,2.064943,30.859571,3.018109,,,,
15.413852,2.062821,30.861237,3.018035,,,,
15.414684,2.060779,30.862904,3.017977,,,,
15.415518,2.058721,30.864571,3.017903,,,,
15.416351,2.056644,30.866238,3.017884,,,,
15.417185,2.054811,30.867903,3.017858,,,,
15.418017,2.053092,30.86957,3.017773,,,,
15.418851,2.051361,30.871237,3.017712,,,,
15.419684,2.049463,30.872904,3.017756,,,,
15.420518,2.047454,30.874571,3.017794,,,,
15.42135,2.045389,30.876236,3.017833,,,,
15.422184,2.043356,30.877903,3.017775,,,,
15.423018,2.041414,30.87957,3.017803,,,,
15.423851,2.040103,30.881237,3.017781,,,,
15.424684,2.038801,30.882902,3.017709,,,,
15.425517,2.037451,30.884569,3.017643,,,,
15.426351,2.035574,30.886236,3.01759,,,,
15.427184,2.033672,30.887903,3.017538,,,,
15.428017,2.031789,30.889568,3.017468,,,,
15.42885,2.029905,30.891235,3.017426,,,,
15.429684,2.028175,30.892902,3.017463,,,,
15.430517,2.026628,30.894569,3.017515,,,,
15.431351,2.025095,30.896236,3.017539,,,,
15.432183,2.023585,30.897902,3.017561,,,,
15.433017,2.022139,30.899569,3.017506,,,,
15.43385,2.020706,30.901236,3.017431,,,,
15.434684,2.019235,30.902903,3.017435,,,,
15.435516,2.017795,30.904568,3.017456,,,,
15.43635,2.016114,30.906235,3.017436,,,,
15.437183,2.01438,30.907902,3.017411,,,,
15.438017,2.012673,30.909569,3.017401,,,,
15.438849,2.01067,30.911236,3.017378,,,,
15.439683,2.008649,30.912901,3.017421,,,,
15.440516,2.006575,30.914568,3.017473,,,,
15.44135,2.004543,30.916235,3.017475,,,,
15.442183,2.002589,30.917902,3.017474,,,,
15.443016,2.000715,30.919567,3.017493,,,,
15.44385,1.998885,30.921234,3.01752,,,,
15.444683,1.996992,30.922901,3.017552,,,,
15.445517,1.994946,30.924568,3.017546,,,,
15.446349,1.992893,30.926233,3.017534,,,,
15.447183,1.990791,30.9279,3.017552,,,,
15.448016,1.988809,30.929567,3.01757,,,,
15.44885,1.987542,30.931234,3.017628,,,,
15.449682,1.986552,30.932901,3.017674,,,,
15.450516,1.985553,30.934566,3.017677,,,,
15.451349,1.984547,30.936234,3.017639,,,,
15.452183,1.983521,30.937901,3.017608,,,,
15.453015,1.982489,30.939568,3.017601,,,,
15.453849,1.981457,30.941233,3.017618,,,,
15.454682,1.980339,30.9429,3.017637,,,,
15.455516,1.978956,30.944567,3.017622,,,,
15.456348,1.977536,30.946234,3.01761,,,,
15.457182,1.976074,30.947899,3.017576,,,,
15.458015,1.974168,30.949566,3.017536,,,,
15.458849,1.972202,30.951233,3.017577,,,,
15.459682,1.970248,30.9529,3.017628,,,,
15.460515,1.968305,30.954567,3.01765,,,,
15.461349,1.966589,30.956232,3.017682,,,,
15.462182,1.96503,30.957899,3.017689,,,,
15.463016,1.963579,30.959566,3.017673,,,,
15.463848,1.961942,30.961233,3.01766,,,,
