UV 1_280,UV 1_280,Cond,Cond,Conc B,Conc B
ml,mAU,ml,mS/cm,ml,%
UV 1_280 ml,UV 1_280 mAU,Cond ml,Cond mS/cm,Conc B ml,Conc B %
21.708872,4.774886,,,,
21.709705,4.781102,,,,
21.710537,4.787384,,,,
21.71137,4.793485,,,,
21.712204,4.79939,,,,
21.713037,4.805247,,,,
21.713871,4.811298,,,,
21.714705,4.818796,,,,
21.715536,4.82673,,,,
21.71637,4.834811,,,,
21.717203,4.842815,,,,
21.718037,4.850281,,,,
21.71887,4.857185,,,,
21.719704,4.86409,,,,
21.720537,4.870975,,,,
21.721369,4.877714,,,,
21.722202,4.884386,,,,
21.723036,4.89115,,,,
21.723869,4.89783,,,,
21.724703,4.904345,,,,
21.725536,4.910817,,,,
21.72637,4.917335,,,,
21.727201,4.92466,,,,
21.728035,4.932786,,,,
21.728868,4.940852,,,,
21.729702,4.948919,,,,
21.730536,4.956735,,,,
21.731369,4.963605,,,,
21.732203,4.970512,,,,
21.733034,4.977639,,,,
21.733868,4.985782,,,,
21.734701,4.993948,,,,
21.735535,5.002212,,,,
21.736368,5.010252,,,,
21.737202,5.017534,,,,
21.738035,5.024065,,,,
21.738867,5.030506,,,,
21.7397,5.036822,,,,
21.740534,5.043002,,,,
21.741367,5.049198,,,,
21.742201,5.055435,,,,
21.743034,5.06144,,,,
21.743866,5.066849,,,,
21.744699,5.072244,,,,
21.745533,5.077405,,,,
21.746367,5.082187,,,,
21.7472,5.086842,,,,
21.748034,5.091932,,,,
21.748867,5.097191,,,,
21.749699,5.102118,,,,
21.750532,5.106627,,,,
21.751366,5.111076,,,,
21.752199,5.116149,,,,
21.753033,5.123013,,,,
21.753866,5.129766,,,,
21.7547,5.136634,,,,
21.755531,5.14333,,,,
21.756365,5.148593,,,,
21.757198,5.153288,,,,
21.758032,5.157942,,,,
21.758865,5.163121,,,,
21.759699,5.16866,,,,
21.760532,5.174203,,,,
21.761364,5.179771,,,,
21.762197,5.185287,,,,
21.763031,5.191065,,,,
21.763865,5.196796,,,,
21.764698,5.202415,,,,
21.765532,5.207041,,,,
21.766365,5.21136,,,,
21.767197,5.215734,,,,
21.76803,5.220003,,,,
21.768864,5.223581,,,,
21.769697,5.226319,,,,
21.770531,5.229049,,,,
21.771364,5.231905,,,,
21.772196,5.235067,,,,
21.773029,5.238257,,,,
21.773863,5.241423,,,,
21.774696,5.244399,,,,
21.77553,5.246328,,,,
21.776363,5.248142,,,,
21.777197,5.250093,,,,
21.778028,5.253019,,,,
21.778862,5.256713,,,,
21.779696,5.260397,,,,
21.780529,5.26417,,,,
21.781363,5.267995,,,,
21.782196,5.272008,,,,
21.78303,5.276044,,,,
21.783861,5.279829,,,,
21.784695,5.28258,,,,
21.785528,5.284898,,,,
21.786362,5.287247,,,,
21.787195,5.289605,,,,
21.788029,5.292077,,,,
21.788862,5.294589,,,,
21.789694,5.297121,,,,
21.790527,5.300007,,,,
21.791361,5.303545,,,,
21.792194,5.307048,,,,
21.793028,5.310489,,,,
21.793861,5.313098,,,,
21.794695,5.314273,,,,
21.795527,5.315461,,,,
21.79636,5.316662,,,,
21.797194,5.317937,,,,
21.798027,5.319253,,,,
21.798861,5.320528,,,,
21.799694,5.321659,,,,
21.800526,5.322407,,,,
21.801359,5.322822,,,,
21.802193,5.323251,,,,
21.803026,5.323693,,,,
21.80386,5.325181,,,,
21.804693,5.326668,,,,
21.805527,5.328169,,,,
21.806358,5.32966,,,,
21.807192,5.332286,,,,
21.808025,5.335181,,,,
21.808859,5.338027,,,,
21.809692,5.340966,,,,
21.810526,5.343963,,,,
21.811359,5.346961,,,,
21.812191,5.349971,,,,
21.813025,5.352835,,,,
21.813858,5.355385,,,,
21.814692,5.357958,,,,
21.815525,5.360489,,,,
21.816359,5.362503,,,,
21.817192,5.364315,,,,
21.818024,5.366135,,,,
21.818857,5.367856,,,,
21.819691,5.368635,,,,
21.820524,5.368561,,,,
21.821358,5.368491,,,,
21.822191,5.368478,,,,
21.823025,5.368624,,,,
21.823856,5.368768,,,,
21.82469,5.368911,,,,
21.825523,5.369195,,,,
21.826357,5.370574,,,,
21.82719,5.372406,,,,
21.828024,5.374147,,,,
21.828856,5.37542,,,,
21.829689,5.376479,,,,
21.830523,5.377532,,,,
21.831356,5.37857,,,,
21.83219,5.379299,,,,
21.833023,5.379333,,,,
21.833857,5.379386,,,,
21.834688,5.379605,,,,
21.835522,5.380195,,,,
21.836355,5.380785,,,,
21.837189,5.38138,,,,
21.838022,5.381955,,,,
21.838856,5.382458,,,,
21.839689,5.382923,,,,
21.840521,5.383337,,,,
21.841354,5.383534,,,,
21.842188,5.383607,,,,
21.843021,5.38368,,,,
21.843855,5.383753,,,,
21.844688,5.383592,,,,
21.845522,5.382599,,,,
21.846354,5.381612,,,,
21.847187,5.380536,,,,
21.848021,5.379225,,,,
21.848854,5.377917,,,,
21.849688,5.376619,,,,
21.850521,5.37531,,,,
21.851355,5.373951,,,,
21.852186,5.37255,,,,
21.85302,5.371098,,,,
21.853853,5.369124,,,,
21.854687,5.366327,,,,
21.85552,5.363403,,,,
21.856354,5.360426,,,,
21.857185,5.357509,,,,
21.858019,5.355055,,,,
21.858852,5.352824,,,,
21.859686,5.350655,,,,
21.860519,5.349867,,,,
21.861353,5.349242,,,,
21.862186,5.348616,,,,
21.863018,5.347984,,,,
21.863852,5.347313,,,,
21.864685,5.346455,,,,
21.865519,5.345617,,,,
21.866352,5.344764,,,,
21.867186,5.343848,,,,
21.868019,5.342939,,,,
21.868851,5.342033,,,,
21.869684,5.341157,,,,
21.870518,5.340799,,,,
21.871351,5.340649,,,,
21.872185,5.34043,,,,
21.873018,5.33939,,,,
21.873852,5.337827,,,,
21.874683,5.336289,,,,
21.875517,5.334715,,,,
21.87635,5.333023,,,,
21.877184,5.330894,,,,
21.878017,5.328771,,,,
21.878851,5.32696,,,,
21.879684,5.326221,,,,
21.880516,5.325489,,,,
21.88135,5.324738,,,,
21.882183,5.32403,,,,
21.883017,5.323547,,,,
21.88385,5.32319,,,,
21.884684,5.32279,,,,
21.885517,5.322053,,,,
21.886349,5.32101,,,,
21.887182,5.319985,,,,
21.888016,5.318959,,,,
21.888849,5.318002,,,,
21.889683,5.317278,,,,
21.890516,5.316559,,,,
21.891348,5.315828,,,,
21.892181,5.315058,,,,
21.893015,5.314282,,,,
21.893848,5.313503,,,,
21.894682,5.312881,,,,
21.895515,5.313015,,,,
21.896349,5.313768,,,,
21.897181,5.314538,,,,
21.898014,5.315373,,,,
21.898848,5.316331,,,,
21.899681,5.31727,,,,
21.900515,5.318216,,,,
21.901348,5.318841,,,,
21.902182,5.318318,,,,
21.903013,5.317677,,,,
21.903847,5.316978,,,,
21.90468,5.316129,,,,
21.905514,5.315245,,,,
21.906347,5.314406,,,,
21.907181,5.313623,,,,
21.908014,5.312797,,,,
21.908846,5.311969,,,,
21.909679,5.311139,,,,
21.910513,5.310273,,,,
21.911346,5.309173,,,,
21.91218,5.308083,,,,
21.913013,5.306963,,,,
21.913847,5.305884,,,,
21.914679,5.305638,,,,
21.915512,5.305942,,,,
21.916346,5.306283,,,,
21.917179,5.307832,,,,
21.918013,5.31055,,,,
21.918846,5.313247,,,,
21.919678,5.316,,,,
21.920511,5.318512,,,,
21.921345,5.319887,,,,
21.922178,5.321236,,,,
21.923012,5.322462,,,,
21.923845,5.321745,,,,
21.924679,5.320799,,,,
21.92551,5.319877,,,,
21.926344,5.318961,,,,
21.927177,5.318404,,,,
21.928011,5.318154,,,,
21.928844,5.317913,,,,
21.929678,5.317841,,,,
21.930511,5.318619,,,,
21.931343,5.319388,,,,
21.932177,5.320153,,,,
21.93301,5.320924,,,,
21.933844,5.321745,,,,
21.934677,5.322554,,,,
21.935511,5.323344,,,,
21.936344,5.323775,,,,
21.937176,5.323586,,,,
21.938009,5.323401,,,,
21.938843,5.323207,,,,
21.939676,5.322943,,,,
21.94051,5.322558,,,,
21.941343,5.322176,,,,
21.942177,5.321846,,,,
21.943008,5.321829,,,,
21.943842,5.321933,,,,
21.944675,5.322037,,,,
21.945509,5.322178,,,,
21.946342,5.322492,,,,
21.947176,5.322851,,,,
21.948008,5.323207,,,,
21.948841,5.32349,,,,
21.949675,5.323578,,,,
21.950508,5.323664,,,,
21.951342,5.323756,,,,
21.952175,5.32392,,,,
21.953009,5.32428,,,,
21.95384,5.324636,,,,
21.954674,5.324961,,,,
21.955507,5.325147,,,,
21.956341,5.325222,,,,
21.957174,5.325297,,,,
21.958008,5.325075,,,,
21.958841,5.323666,,,,
21.959673,5.321467,,,,
21.960506,5.319387,,,,
21.96134,5.317243,,,,
21.962173,5.316219,,,,
21.963007,5.315364,,,,
21.96384,5.314501,,,,
21.964674,5.313636,,,,
21.965506,5.314813,,,,
21.966339,5.316231,,,,
21.967173,5.31766,,,,
21.968006,5.318884,,,,
21.96884,5.319392,,,,
21.969673,5.319887,,,,
21.970507,5.320383,,,,
21.971338,5.320756,,,,
21.972172,5.320231,,,,
21.973005,5.319716,,,,
21.973839,5.319196,,,,
21.974672,5.318435,,,,
21.975506,5.317566,,,,
21.976337,5.316706,,,,
21.977171,5.315852,,,,
21.978004,5.315343,,,,
21.978838,5.31549,,,,
21.979671,5.315644,,,,
21.980505,5.315944,,,,
21.981339,5.316661,,,,
21.98217,5.317373,,,,
21.983004,5.318103,,,,
21.983837,5.318788,,,,
21.984671,5.31915,,,,
21.985504,5.319386,,,,
21.986338,5.319624,,,,
21.987171,5.319934,,,,
21.988003,5.320286,,,,
21.988836,5.320641,,,,
21.98967,5.320998,,,,
21.990503,5.321414,,,,
21.991337,5.322047,,,,
21.99217,5.32267,,,,
21.993004,5.323342,,,,
21.993835,5.324322,,,,
21.994669,5.325283,,,,
21.995502,5.326254,,,,
21.996336,5.327261,,,,
21.997169,5.328386,,,,
21.998003,5.329636,,,,
21.998837,5.330882,,,,
21.999668,5.3321,,,,
22.000502,5.333289,,,,
22.001335,5.334485,,,,
22.002169,5.335671,,,,
22.003002,5.336584,,,,
22.003836,5.336411,,,,
22.004667,5.336116,,,,
22.005501,5.336018,,,,
22.006334,5.336653,,,,
22.007168,5.337355,,,,
22.008001,5.338054,,,,
22.008835,5.338802,,,,
22.009668,5.339872,,,,
22.0105,5.341499,,,,
22.011333,5.34304,,,,
22.012167,5.344112,,,,
22.013,5.344736,,,,
22.013834,5.345317,,,,
22.014668,5.345891,,,,
22.015501,5.346532,,,,
22.016333,5.347418,,,,
22.017166,5.34841,,,,
22.018,5.349402,,,,
22.018833,5.349607,,,,
22.019667,5.349482,,,,
22.0205,5.349355,,,,
22.021334,5.349222,,,,
22.022165,5.348975,,,,
22.022999,5.348276,,,,
22.023832,5.347567,,,,
22.024666,5.34692,,,,
22.025499,5.346566,,,,
22.026333,5.346215,,,,
22.027166,5.345854,,,,
22.027998,5.345497,,,,
22.028831,5.345072,,,,
22.029665,5.34459,,,,
22.030499,5.344141,,,,
22.031332,5.34407,,,,
22.032166,5.344359,,,,
22.032997,5.34464,,,,
22.033831,5.344923,,,,
22.034664,5.34518,,,,
22.035498,5.345119,,,,
22.036331,5.345057,,,,
22.037165,5.344996,,,,
22.037998,5.344931,,,,
22.03883,5.344865,,,,
22.039663,5.3448,,,,
22.040497,5.344737,,,,
22.04133,5.344706,,,,
22.042164,5.344704,,,,
22.042997,5.344696,,,,
22.043831,5.344642,,,,
22.044662,5.344512,,,,
22.045496,5.34438,,,,
22.046329,5.344249,,,,
22.047163,5.343987,,,,
22.047997,5.342936,,,,
22.04883,5.341811,,,,
22.049664,5.340703,,,,
22.050495,5.339643,,,,
22.051329,5.338616,,,,
22.052162,5.337592,,,,
22.052996,5.33662,,,,
22.053829,5.336092,,,,
22.054663,5.33604,,,,
22.055496,5.336001,,,,
22.056328,5.336057,,,,
22.057161,5.336255,,,,
22.057995,5.336454,,,,
22.058828,5.33665,,,,
22.059662,5.337014,,,,
22.060495,5.338076,,,,
22.061327,5.339394,,,,
22.06216,5.340652,,,,
22.062994,5.341622,,,,
22.063828,5.342496,,,,
22.064661,5.343366,,,,
22.065495,5.344234,,,,
22.066328,5.344992,,,,
22.06716,5.345474,,,,
22.067993,5.345942,,,,
22.068827,5.34646,,,,
22.06966,5.347027,,,,
22.070494,5.347579,,,,
22.071327,5.348136,,,,
22.072161,5.348699,,,,
22.072992,5.348875,,,,
22.073826,5.34867,,,,
22.074659,5.348473,,,,
22.075493,5.34839,,,,
22.076326,5.348419,,,,
22.07716,5.348449,,,,
22.077993,5.348478,,,,
22.078825,5.348507,,,,
22.079659,5.348541,,,,
22.080492,5.348575,,,,
22.081326,5.348597,,,,
22.082159,5.348321,,,,
22.082993,5.347968,,,,
22.083826,5.347623,,,,
22.084658,5.347279,,,,
22.085491,5.346972,,,,
22.086325,5.346754,,,,
22.087158,5.346552,,,,
22.087992,5.346642,,,,
22.088825,5.347573,,,,
22.089657,5.348496,,,,
22.09049,5.349444,,,,
22.091324,5.350368,,,,
22.092157,5.351213,,,,
22.092991,5.352048,,,,
22.093824,5.352746,,,,
22.094658,5.352201,,,,
22.09549,5.350874,,,,
22.096323,5.349578,,,,
22.097157,5.348281,,,,
22.09799,5.346877,,,,
22.098824,5.345305,,,,
22.099657,5.343744,,,,
22.100491,5.342309,,,,
22.101322,5.341801,,,,
22.102156,5.341391,,,,
22.102989,5.340982,,,,
22.103823,5.340611,,,,
22.104656,5.340529,,,,
22.10549,5.340559,,,,
22.106323,5.34063,,,,
22.107155,5.340962,,,,
22.107988,5.341613,,,,
22.108822,5.34227,,,,
22.109655,5.342914,,,,
22.110489,5.343554,,,,
22.111322,5.344182,,,,
22.112156,5.344808,,,,
22.112988,5.345068,,,,
22.113821,5.343849,,,,
22.114655,5.342463,,,,
22.115488,5.34108,,,,
22.116322,5.339647,,,,
22.117155,5.338115,,,,
22.117987,5.336488,,,,
22.11882,5.334854,,,,
22.119654,5.333166,,,,
22.120487,5.331491,,,,
22.121321,5.329864,,,,
22.122154,5.328124,,,,
22.122988,5.32626,,,,
22.123819,5.324738,,,,
22.124653,5.323282,,,,
22.125486,5.321814,,,,
22.12632,5.319914,,,,
22.127153,5.317855,,,,
22.127987,5.31585,,,,
22.12882,5.313828,,,,
22.129652,5.311579,,,,
22.130486,5.308436,,,,
22.131319,5.305206,,,,
22.132153,5.302186,,,,
22.132986,5.300232,,,,
22.13382,5.298244,,,,
22.134653,5.296307,,,,
22.135485,5.294373,,,,
22.136318,5.293739,,,,
22.137152,5.293929,,,,
22.137985,5.294107,,,,
22.138819,5.293937,,,,
22.139652,5.293291,,,,
22.140486,5.29265,,,,
22.141317,5.291993,,,,
22.142151,5.29128,,,,
22.142984,5.289577,,,,
22.143818,5.287782,,,,
22.144651,5.285931,,,,
22.145485,5.283128,,,,
22.146317,5.280226,,,,
22.14715,5.277295,,,,
22.147984,5.274367,,,,
22.148817,5.271177,,,,
22.149651,5.267622,,,,
22.150484,5.26406,,,,
22.151318,5.260103,,,,
22.152149,5.255519,,,,
22.152983,5.251004,,,,
22.153816,5.246511,,,,
22.15465,5.242157,,,,
22.155483,5.239494,,,,
22.156317,5.236979,,,,
22.15715,5.23447,,,,
22.157982,5.232235,,,,
22.158815,5.230005,,,,
22.159649,5.227829,,,,
22.160482,5.225672,,,,
22.161316,5.22355,,,,
22.162149,5.221579,,,,
22.162983,5.219548,,,,
22.163815,5.217412,,,,
22.164648,5.215052,,,,
22.165482,5.212649,,,,
22.166315,5.210297,,,,
22.167149,5.208001,,,,
22.167982,5.206083,,,,
22.168816,5.204295,,,,
22.169647,5.202415,,,,
22.170481,5.200132,,,,
22.171314,5.197648,,,,
22.172148,5.195158,,,,
22.172981,5.192668,,,,
22.173815,5.19012,,,,
22.174648,5.186888,,,,
22.17548,5.183384,,,,
22.176313,5.179656,,,,
22.177147,5.175385,,,,
22.17798,5.171093,,,,
22.178814,5.166762,,,,
22.179647,5.162468,,,,
22.180479,5.158548,,,,
22.181313,5.155015,,,,
22.182146,5.151559,,,,
22.18298,5.147807,,,,
22.183813,5.143172,,,,
22.184647,5.13865,,,,
22.18548,5.134087,,,,
22.186312,5.129472,,,,
22.187145,5.125943,,,,
22.187979,5.122491,,,,
22.188812,5.119059,,,,
22.189646,5.116673,,,,
22.190479,5.114573,,,,
22.191313,5.112488,,,,
22.192144,5.110372,,,,
22.192978,5.108695,,,,
22.193811,5.107597,,,,
22.194645,5.106454,,,,
22.195478,5.104925,,,,
22.196312,5.100875,,,,
22.197145,5.096824,,,,
22.197977,5.092748,,,,
22.198811,5.088684,,,,
22.199644,5.084414,,,,
22.200478,5.079979,,,,
22.201311,5.07567,,,,
22.202145,5.071932,,,,
22.202978,5.068458,,,,
22.20381,5.065052,,,,
22.204643,5.061669,,,,
22.205477,5.058348,,,,
22.20631,5.055346,,,,
22.207144,5.052298,,,,
22.207977,5.048897,,,,
22.208809,5.043986,,,,
22.209642,5.039098,,,,
22.210476,5.034176,,,,
22.211309,5.029349,,,,
22.212143,5.024909,,,,
22.212976,5.020676,,,,
22.21381,5.016496,,,,
22.214642,5.012432,,,,
22.215475,5.008366,,,,
22.216309,5.004254,,,,
22.217142,5.000229,,,,
22.217976,4.996264,,,,
22.218809,4.992769,,,,
22.219643,4.989289,,,,
22.220474,4.985764,,,,
22.221308,4.982216,,,,
22.222141,4.978593,,,,
22.222975,4.974937,,,,
22.223808,4.971421,,,,
22.224642,4.968306,,,,
22.225475,4.965812,,,,
22.226307,4.963275,,,,
22.22714,4.960595,,,,
22.227974,4.957067,,,,
22.228807,4.95324,,,,
22.229641,4.949244,,,,
22.230474,4.945207,,,,
22.231308,4.940176,,,,
22.23214,4.934813,,,,
22.232973,4.929329,,,,
22.233807,4.92405,,,,
22.23464,4.918796,,,,
22.235474,4.913494,,,,
22.236307,4.908239,,,,
22.237139,4.903286,,,,
22.237972,4.90091,,,,
22.238806,4.898599,,,,
22.239639,4.896308,,,,
22.240473,4.891613,,,,
22.241306,4.886811,,,,
22.24214,4.882136,,,,
22.242971,4.877425,,,,
22.243805,4.872037,,,,
22.244638,4.866427,,,,
22.245472,4.860771,,,,
22.246305,4.855313,,,,
22.247139,4.850134,,,,
22.247972,4.844872,,,,
22.248804,4.839762,,,,
22.249638,4.834858,,,,
22.250471,4.831565,,,,
22.251305,4.828188,,,,
22.252138,4.824862,,,,
22.252972,4.821453,,,,
22.253805,4.818075,,,,
22.254637,4.81473,,,,
22.25547,4.811338,,,,
22.256304,4.80781,,,,
22.257137,4.804315,,,,
22.257971,4.800753,,,,
22.258804,4.796784,,,,
22.259638,4.792562,,,,
22.260469,4.788217,,,,
22.261303,4.783958,,,,
22.262136,4.779613,,,,
22.26297,4.775434,,,,
22.263803,4.771315,,,,
22.264637,4.767021,,,,
22.265469,4.762217,,,,
22.266302,4.756967,,,,
22.267136,4.751654,,,,
22.267969,4.746479,,,,
22.268803,4.741587,,,,
22.269636,4.737857,,,,
22.27047,4.734135,,,,
22.271301,4.730111,,,,
22.272135,4.725019,,,,
22.272968,4.719965,,,,
22.273802,4.714903,,,,
22.274635,4.709799,,,,
22.275469,4.704675,,,,
22.276302,4.699509,,,,
22.277134,4.694233,,,,
22.277967,4.688929,,,,
22.278801,4.683551,,,,
22.279634,4.678123,,,,
22.280468,4.673038,,,,
22.281301,4.668378,,,,
22.282135,4.66559,,,,
22.282967,4.662613,,,,
22.2838,4.65962,,,,
22.284634,4.655684,,,,
22.285467,4.65167,,,,
22.286301,4.647618,,,,
22.287134,4.643601,,,,
22.287968,4.639351,,,,
22.288799,4.634827,,,,
22.289633,4.630324,,,,
22.290466,4.625827,,,,
22.2913,4.62117,,,,
22.292133,4.616593,,,,
22.292967,4.612058,,,,
22.293798,4.60741,,,,
22.294632,4.602936,,,,
22.295465,4.598422,,,,
22.296299,4.593784,,,,
22.297132,4.587507,,,,
22.297966,4.580975,,,,
22.2988,4.574441,,,,
22.299631,4.567877,,,,
22.300465,4.56174,,,,
22.301298,4.556018,,,,
22.302132,4.550135,,,,
22.302965,4.544148,,,,
22.303799,4.537918,,,,
22.304632,4.531531,,,,
22.305464,4.525319,,,,
22.306297,4.519068,,,,
22.307131,4.513382,,,,
22.307964,4.508237,,,,
22.308798,4.503068,,,,
22.309631,4.498158,,,,
22.310465,4.493402,,,,
22.311296,4.48859,,,,
22.31213,4.483894,,,,
22.312963,4.479399,,,,
22.313797,4.475976,,,,
22.314631,4.472565,,,,
22.315464,4.468886,,,,
22.316298,4.464077,,,,
22.317129,4.459312,,,,
22.317963,4.454504,,,,
22.318796,4.449748,,,,
22.31963,4.445092,,,,
22.320463,4.440497,,,,
22.321297,4.435828,,,,
22.322128,4.430494,,,,
22.322962,4.424716,,,,
22.323795,4.418991,,,,
22.324629,4.413301,,,,
22.325462,4.407721,,,,
22.326296,4.402946,,,,
22.327129,4.398254,,,,
22.327961,4.393375,,,,
22.328794,4.388079,,,,
22.329628,4.382603,,,,
22.330462,4.377077,,,,
22.331295,4.371668,,,,
22.332129,4.366257,,,,
22.332962,4.360906,,,,
22.333794,4.355734,,,,
22.334627,4.35076,,,,
22.335461,4.345426,,,,
22.336294,4.339627,,,,
22.337128,4.333659,,,,
22.337961,4.327736,,,,
22.338795,4.323604,,,,
22.339626,4.319703,,,,
22.34046,4.31573,,,,
22.341293,4.31269,,,,
22.342127,4.310477,,,,
22.34296,4.308246,,,,
22.343794,4.306075,,,,
22.344627,4.304086,,,,
22.345459,4.302423,,,,
22.346292,4.300711,,,,
22.347126,4.299025,,,,
22.34796,4.296018,,,,
22.348793,4.292584,,,,
22.349627,4.289241,,,,
22.350458,4.285805,,,,
22.351292,4.282121,,,,
22.352125,4.278341,,,,
22.352959,4.274526,,,,
22.353792,4.270678,,,,
22.354626,4.266864,,,,
22.355459,4.263052,,,,
22.356291,4.259282,,,,
22.357124,4.255609,,,,
22.357958,4.253169,,,,
22.358791,4.250709,,,,
22.359625,4.248242,,,,
22.360458,4.245358,,,,
22.361292,4.241845,,,,
22.362123,4.238286,,,,
22.362957,4.234858,,,,
22.363791,4.232054,,,,
22.364624,4.229739,,,,
22.365458,4.227404,,,,
22.366291,4.225134,,,,
22.367125,4.223509,,,,
22.367956,4.222167,,,,
22.36879,4.220828,,,,
22.369623,4.219531,,,,
22.370457,4.218798,,,,
22.37129,4.218201,,,,
22.372124,4.21757,,,,
22.372957,4.216597,,,,
22.373789,4.214856,,,,
22.374622,4.213076,,,,
22.375456,4.211351,,,,
22.376289,4.209764,,,,
22.377123,4.208532,,,,
22.377956,4.207326,,,,
22.378788,4.206058,,,,
22.379622,4.204468,,,,
22.380455,4.202772,,,,
22.381289,4.201072,,,,
22.382122,4.199202,,,,
22.382956,4.196492,,,,
22.383789,4.193097,,,,
22.384621,4.189653,,,,
22.385454,4.186371,,,,
22.386288,4.183412,,,,
22.387121,4.180491,,,,
22.387955,4.177811,,,,
22.388788,4.17517,,,,
22.389622,4.173551,,,,
22.390453,4.17225,,,,
22.391287,4.170939,,,,
22.39212,4.170288,,,,
22.392954,4.170072,,,,
22.393787,4.16988,,,,
22.394621,4.169687,,,,
22.395454,4.169495,,,,
22.396286,4.1693,,,,
22.39712,4.169107,,,,
22.397953,4.168914,,,,
22.398787,4.168413,,,,
22.39962,4.167879,,,,
22.400454,4.167349,,,,
22.401287,4.166811,,,,
22.402119,4.166713,,,,
22.402952,4.167244,,,,
22.403786,4.167777,,,,
22.404619,4.168031,,,,
22.405453,4.167876,,,,
22.406286,4.167721,,,,
22.407118,4.167565,,,,
22.407951,4.167386,,,,
22.408785,4.166539,,,,
22.409618,4.165395,,,,
22.410452,4.164247,,,,
22.411285,4.163382,,,,
22.412119,4.162572,,,,
22.412951,4.16175,,,,
22.413784,4.160962,,,,
22.414618,4.160439,,,,
22.415451,4.160786,,,,
22.416285,4.161137,,,,
22.417118,4.161654,,,,
22.417952,4.163022,,,,
22.418783,4.164398,,,,
22.419617,4.165789,,,,
22.42045,4.167196,,,,
22.421284,4.168923,,,,
22.422117,4.170771,,,,
22.422951,4.172623,,,,
22.423784,4.174049,,,,
22.424616,4.175117,,,,
22.425449,4.176209,,,,
22.426283,4.177271,,,,
22.427116,4.178263,,,,
22.42795,4.178919,,,,
22.428783,4.179562,,,,
22.429617,4.18025,,,,
22.430449,4.181126,,,,
22.431282,4.182094,,,,
22.432116,4.183062,,,,
22.432949,4.183939,,,,
22.433783,4.184183,,,,
22.434616,4.184057,,,,
22.435448,4.183928,,,,
22.436281,4.183597,,,,
22.437115,4.182239,,,,
22.437948,4.180854,,,,
22.438782,4.1795,,,,
22.439615,4.178189,,,,
22.440449,4.17715,,,,
22.44128,4.176205,,,,
22.442114,4.175313,,,,
22.442947,4.174421,,,,
22.443781,4.173576,,,,
22.444614,4.172728,,,,
22.445448,4.171886,,,,
22.446281,4.171303,,,,
22.447113,4.171124,,,,
22.447947,4.170974,,,,
22.44878,4.170824,,,,
22.449614,4.170795,,,,
22.450447,4.170786,,,,
22.451281,4.170779,,,,
22.452114,4.170771,,,,
22.452946,4.170504,,,,
22.453779,4.170167,,,,
22.454613,4.169827,,,,
22.455446,4.169394,,,,
22.45628,4.168754,,,,
22.457113,4.168109,,,,
22.457947,4.167471,,,,
22.458778,4.166714,,,,
22.459612,4.165049,,,,
22.460445,4.163339,,,,
22.461279,4.161674,,,,
22.462112,4.160935,,,,
22.462946,4.16042,,,,
22.463779,4.159897,,,,
22.464611,4.159398,,,,
22.465445,4.159285,,,,
22.466278,4.159558,,,,
22.467112,4.159816,,,,
22.467945,4.159721,,,,
22.468779,4.158525,,,,
22.46961,4.157322,,,,
22.470444,4.156126,,,,
22.471277,4.154908,,,,
22.472111,4.153445,,,,
22.472944,4.151906,,,,
22.473778,4.150435,,,,
22.474611,4.149412,,,,
22.475443,4.148596,,,,
22.476276,4.147777,,,,
22.47711,4.146953,,,,
22.477943,4.146248,,,,
22.478777,4.146669,,,,
22.47961,4.147103,,,,
22.480444,4.147716,,,,
22.481276,4.149113,,,,
22.482109,4.150503,,,,
22.482943,4.151893,,,,
22.483776,4.153281,,,,
22.48461,4.154565,,,,
22.485443,4.155765,,,,
22.486277,4.156957,,,,
22.487108,4.157908,,,,
22.487942,4.158728,,,,
22.488775,4.159564,,,,
22.489609,4.160383,,,,
22.490442,4.161186,,,,
22.491276,4.161881,,,,
22.492109,4.162568,,,,
22.492941,4.163113,,,,
22.493774,4.163008,,,,
22.494608,4.16291,,,,
22.495441,4.162818,,,,
22.496275,4.162718,,,,
22.497108,4.162696,,,,
22.49794,4.162877,,,,
22.498774,4.163075,,,,
22.499607,4.163439,,,,
22.500441,4.164084,,,,
22.501274,4.16474,,,,
22.502108,4.165389,,,,
22.502941,4.166054,,,,
22.503773,4.165816,,,,
22.504606,4.16532,,,,
22.50544,4.164809,,,,
22.506273,4.163714,,,,
22.507107,4.162455,,,,
22.50794,4.161191,,,,
22.508774,4.159917,,,,
22.509605,4.158945,,,,
22.510439,4.159134,,,,
22.511272,4.159351,,,,
22.512106,4.160112,,,,
22.512939,4.162143,,,,
22.513773,4.164231,,,,
22.514606,4.166265,,,,
22.515438,4.168309,,,,
22.516272,4.169886,,,,
22.517105,4.171216,,,,
22.517939,4.172556,,,,
22.518772,4.173823,,,,
22.519606,4.175083,,,,
22.520439,4.176332,,,,
22.521271,4.177585,,,,
22.522104,4.178694,,,,
22.522938,4.178974,,,,
22.523771,4.179247,,,,
22.524605,4.179341,,,,
22.525438,4.178427,,,,
22.52627,4.177507,,,,
22.527103,4.176585,,,,
22.527937,4.175672,,,,
22.52877,4.17499,,,,
22.529604,4.174446,,,,
22.530437,4.173895,,,,
22.531271,4.173207,,,,
22.532103,4.172346,,,,
22.532936,4.171464,,,,
22.53377,4.170601,,,,
22.534603,4.169808,,,,
